Region,CharterApplicationId,Year,CouncilNumber,SequenceNumber,Timestamp,DateSubmitted,PmpOverallPoints,PmpOverallLevel,Item8CapitalContributionsCash,Item8CapitalContributionsMaterial,Item8EndowmentContributions,Item8FosContributions,LevelOrdealYouthFinal,LevelOrdealYoungAdultFinal,LevelOrdealAdultFinal,LevelBrotherhoodYouthFinal,LevelBrotherhoodYoungAdultFinal,LevelBrotherhoodAdultFinal,LevelVigilYouthFinal,LevelVigilYoungAdultFinal,LevelVigilAdultFinal,InductedOrdealYouthFinal,InductedOrdealAdultFinal,InductedBrotherhoodYouthFinal,InductedBrotherhoodAdultFinal,InductedVigilYouthFinal,InductedVigilAdultFinal,ElectedCurrentYouthFinal,ElectedCurrentAdultFinal,ElectedPreviousYouthFinal,ElectedPreviousAdultFinal,UnitCountFinal,Item1ElectionsConducted,Item1ElectionsNoEligibleScouts,Item1VisitsConducted,Item3ActivatedYouth,Item9ServiceHours,Section,CouncilName
G      ,3071,2021,41,1,12/11/2021 ,12/11/2021    ,23,High Performing ,0.00                          ,25.00                             ,"1,000.00                  ",0.00                  ,26.0,3.0,10.0,18.0,5.0,19.0,0.0,4.0,31.0,14.0,1.0,18.0,3.0,2.0,3.0,28.0,2.0,0.0,0.0,36.0,28.0,18.0,10.0,8.0,1572.0,17N,Orca                                         
G      ,3308,2022,41,1,12/10/2022 ,12/10/2022    ,24,High Performing ,0.00                          ,0.00                              ,"1,000.00                  ",0.00                  ,25.0,2.0,6.0,19.0,6.0,28.0,1.0,5.0,36.0,14.0,3.0,7.0,2.0,3.0,1.0,18.0,4.0,3.0,0.0,33.0,27.0,14.0,13.0,8.0,1827.0,17N,Orca                                         
G      ,2882,2020,41,1,12/22/2020 ,12/21/2020    ,14,Thriving        ,0.00                          ,0.00                              ,"1,000.00                  ",0.00                  ,31.0,5.0,10.0,6.0,4.0,18.0,0.0,4.0,28.0,25.0,7.0,2.0,1.0,0.0,0.0,36.0,7.0,0.0,0.0,33.0,17.0,7.0,29.0,16.0,1402.0,17N,Orca                                         
G      ,2698,2019,41,1,1/1/2020   ,12/31/2019    ,19,Thriving        ,0.00                          ,0.00                              ,"1,000.00                  ",0.00                  ,29.0,3.0,6.0,12.0,11.0,21.0,1.0,8.0,30.0,26.0,1.0,5.0,2.0,0.0,0.0,56.0,2.0,0.0,0.0,52.0,26.0,9.0,26.0,15.0,2146.0,17N,Orca                                         
G      ,3711,2023,41,1,12/29/2023 ,12/29/2023    ,15,Thriving        ,0.00                          ,0.00                              ,"1,000.00                  ",0.00                  ,30.0,4.0,12.0,11.0,6.0,26.0,0.0,6.0,32.0,17.0,4.0,1.0,2.0,2.0,1.0,31.0,5.0,3.0,0.0,35.0,18.0,5.0,13.0,10.0,2524.0,17N,Orca                                         
G      ,2883,2020,47,1,12/22/2020 ,12/21/2020    ,5,None            ,0.00                          ,0.00                              ,"2,000.00                  ",0.00                  ,173.0,17.0,54.0,52.0,23.0,110.0,0.0,7.0,73.0,85.0,14.0,0.0,0.0,0.0,0.0,242.0,23.0,0.0,0.0,184.0,94.0,27.0,68.0,16.0,7010.0,17N,Amangi Nacha                                 
G      ,3246,2021,47,1,1/1/2022   ,1/1/2022      ,10,None            ,0.00                          ,0.00                              ,"2,000.00                  ","3,199.00            ",153.0,28.0,44.0,47.0,22.0,83.0,0.0,6.0,74.0,90.0,3.0,29.0,6.0,3.0,6.0,114.0,5.0,0.0,0.0,173.0,113.0,48.0,68.0,13.0,2556.0,17N,Amangi Nacha                                 
G      ,3369,2022,47,1,12/19/2022 ,12/18/2022    ,18,Thriving        ,0.00                          ,"2,500.00                        ","2,000.00                  ",0.00                  ,170.0,32.0,68.0,44.0,29.0,83.0,1.0,6.0,76.0,93.0,21.0,22.0,7.0,5.0,5.0,151.0,24.0,42.0,7.0,162.0,162.0,46.0,118.0,24.0,6689.0,17N,Amangi Nacha                                 
G      ,2637,2019,47,1,12/26/2019 ,12/25/2019    ,8,None            ,0.00                          ,0.00                              ,"2,000.00                  ",0.00                  ,208.0,20.0,57.0,103.0,36.0,137.0,1.0,16.0,76.0,154.0,19.0,38.0,25.0,6.0,4.0,269.0,27.0,0.0,0.0,330.0,192.0,59.0,133.0,21.0,13446.0,17N,Amangi Nacha                                 
G      ,3756,2023,47,1,1/2/2024   ,1/2/2024      ,15,Thriving        ,"3,000.00                    ",0.00                              ,"2,000.00                  ",0.00                  ,160.0,22.0,63.0,48.0,27.0,81.0,0.0,7.0,67.0,113.0,27.0,35.0,11.0,3.0,3.0,185.0,45.0,74.0,10.0,152.0,150.0,78.0,73.0,27.0,6508.0,17N,Amangi Nacha                                 
G      ,2772,2020,329,1,12/7/2020  ,12/6/2020     ,16,Thriving        ,0.00                          ,0.00                              ,"2,000.00                  ","1,400.00            ",34.0,2.0,12.0,19.0,6.0,21.0,1.0,3.0,23.0,33.0,5.0,6.0,1.0,1.0,1.0,65.0,6.0,0.0,0.0,59.0,25.0,0.0,39.0,20.0,482.0,17N,Tannu                                        
G      ,3054,2021,329,1,12/7/2021  ,12/6/2021     ,22,High Performing ,0.00                          ,0.00                              ,"2,000.00                  ","1,000.00            ",28.0,2.0,12.0,25.0,10.0,20.0,0.0,3.0,25.0,22.0,6.0,14.0,3.0,0.0,0.0,44.0,10.0,0.0,0.0,54.0,33.0,5.0,31.0,11.0,392.0,17N,Tannu                                        
G      ,3351,2022,329,1,12/16/2022 ,12/15/2022    ,14,None            ,0.00                          ,0.00                              ,"1,000.00                  ","1,600.00            ",19.0,0.0,14.0,23.0,5.0,22.0,0.0,4.0,22.0,17.0,9.0,11.0,2.0,1.0,1.0,38.0,9.0,0.0,0.0,52.0,31.0,8.0,23.0,7.0,144.0,17N,Tannu                                        
G      ,2627,2019,329,1,12/24/2019 ,12/23/2019    ,15,None            ,400.00                        ,0.00                              ,"2,000.00                  ","1,500.00            ",24.0,5.0,12.0,22.0,9.0,32.0,2.0,1.0,24.0,15.0,4.0,7.0,11.0,1.0,1.0,23.0,6.0,0.0,0.0,138.0,14.0,2.0,18.0,8.0,1033.0,17N,Tannu                                        
G      ,3577,2023,329,1,12/10/2023 ,12/9/2023     ,24,High Performing ,0.00                          ,0.00                              ,"1,000.00                  ","2,025.00            ",30.0,0.0,10.0,22.0,7.0,27.0,0.0,2.0,23.0,25.0,4.0,8.0,5.0,0.0,0.0,37.0,4.0,0.0,0.0,48.0,34.0,17.0,17.0,15.0,486.0,17N,Tannu                                        
