Region,CharterApplicationId,Year,CouncilNumber,SequenceNumber,Timestamp,DateSubmitted,PmpOverallPoints,PmpOverallLevel,Item8CapitalContributionsCash,Item8CapitalContributionsMaterial,Item8EndowmentContributions,Item8FosContributions,LevelOrdealYouthFinal,LevelOrdealYoungAdultFinal,LevelOrdealAdultFinal,LevelBrotherhoodYouthFinal,LevelBrotherhoodYoungAdultFinal,LevelBrotherhoodAdultFinal,LevelVigilYouthFinal,LevelVigilYoungAdultFinal,LevelVigilAdultFinal,InductedOrdealYouthFinal,InductedOrdealAdultFinal,InductedBrotherhoodYouthFinal,InductedBrotherhoodAdultFinal,InductedVigilYouthFinal,InductedVigilAdultFinal,ElectedCurrentYouthFinal,ElectedCurrentAdultFinal,ElectedPreviousYouthFinal,ElectedPreviousAdultFinal,UnitCountFinal,Item1ElectionsConducted,Item1ElectionsNoEligibleScouts,Item1VisitsConducted,Item3ActivatedYouth,Item9ServiceHours,Section,CouncilName
G      ,3318,2022,468,1,12/11/2022 ,12/10/2022    ,26,High Performing ,0.00                          ,0.00                              ,0.00                        ,"4,785.00            ",19.0,3.0,12.0,19.0,6.0,18.0,3.0,4.0,18.0,9.0,4.0,6.0,1.0,2.0,1.0,5.0,1.0,0.0,0.0,15.0,15.0,8.0,7.0,5.0,450.0,4,Wisawanik                                    
G      ,3771,2023,468,1,1/7/2024   ,1/6/2024      ,22,High Performing ,0.00                          ,0.00                              ,0.00                        ,750.00                ,23.0,5.0,13.0,13.0,6.0,12.0,2.0,6.0,24.0,17.0,5.0,3.0,2.0,2.0,1.0,13.0,7.0,1.0,3.0,18.0,17.0,8.0,12.0,11.0,600.0,4,Wisawanik                                    
G      ,2726,2019,468,1,1/4/2020   ,1/3/2020      ,24,High Performing ,500.00                        ,0.00                              ,0.00                        ,750.00                ,25.0,5.0,22.0,15.0,2.0,16.0,2.0,1.0,23.0,15.0,9.0,8.0,3.0,1.0,2.0,24.0,9.0,0.0,0.0,21.0,22.0,0.0,24.0,9.0,1000.0,4,Wisawanik                                    
G      ,2902,2020,468,1,12/23/2020 ,12/23/2020    ,17,Thriving        ,76.72                         ,50.00                             ,0.00                        ,750.00                ,18.0,2.0,19.0,18.0,3.0,22.0,3.0,2.0,31.0,14.0,4.0,9.0,6.0,2.0,2.0,25.0,4.0,0.0,0.0,17.0,17.0,5.0,17.0,11.0,0.0,4,Wisawanik                                    
G      ,3176,2021,468,1,12/22/2021 ,12/22/2021    ,22,High Performing ,0.00                          ,0.00                              ,0.00                        ,"1,400.00            ",20.0,0.0,9.0,24.0,3.0,17.0,4.0,2.0,24.0,17.0,2.0,11.0,2.0,3.0,0.0,22.0,2.0,0.0,0.0,19.0,0.0,0.0,0.0,10.0,1812.0,4,Wisawanik                                    
G      ,3585,2023,469,1,12/12/2023 ,12/11/2023    ,14,Thriving        ,"1,000.00                    ","1,000.00                        ",0.00                        ,"1,000.00            ",21.0,9.0,11.0,10.0,12.0,25.0,0.0,5.0,50.0,5.0,1.0,0.0,1.0,0.0,2.0,9.0,2.0,0.0,0.0,21.0,16.0,4.0,14.0,1.0,1338.0,4,Washita                                      
G      ,3333,2022,469,1,12/14/2022 ,12/13/2022    ,18,Thriving        ,0.00                          ,0.00                              ,"1,000.00                  ",0.00                  ,28.0,1.0,10.0,16.0,18.0,25.0,2.0,8.0,46.0,7.0,1.0,0.0,2.0,2.0,2.0,11.0,3.0,0.0,0.0,21.0,18.0,5.0,14.0,5.0,1700.0,4,Washita                                      
G      ,3037,2021,469,1,12/1/2021  ,12/1/2021     ,20,Thriving        ,"2,500.00                    ",0.00                              ,0.00                        ,0.00                  ,22.0,0.0,11.0,26.0,18.0,25.0,5.0,4.0,42.0,12.0,5.0,15.0,4.0,3.0,3.0,11.0,3.0,0.0,0.0,26.0,18.0,4.0,12.0,3.0,5315.0,4,Washita                                      
G      ,2757,2020,469,1,11/21/2020 ,11/20/2020    ,19,Thriving        ,0.00                          ,500.00                            ,"1,000.00                  ",0.00                  ,32.0,4.0,13.0,30.0,6.0,31.0,1.0,2.0,42.0,10.0,3.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,26.0,18.0,4.0,12.0,9.0,1672.0,4,Washita                                      
G      ,2620,2019,469,1,12/23/2019 ,12/23/2019    ,17,Thriving        ,400.00                        ,"1,500.00                        ","1,000.00                  ",0.00                  ,32.0,1.0,11.0,33.0,9.0,29.0,3.0,4.0,36.0,21.0,5.0,6.0,5.0,2.0,2.0,27.0,8.0,0.0,0.0,26.0,24.0,4.0,12.0,4.0,1451.0,4,Washita                                      
G      ,2965,2020,474,1,12/31/2020 ,12/31/2020    ,15,Thriving        ,0.00                          ,0.00                              ,500.00                      ,"1,000.00            ",24.0,3.0,15.0,3.0,4.0,13.0,0.0,7.0,13.0,10.0,4.0,2.0,2.0,0.0,0.0,11.0,4.0,0.0,0.0,37.0,12.0,0.0,6.0,10.0,750.0,4,Ema'o Mahpe                                  
G      ,2650,2019,474,1,12/28/2019 ,12/27/2019    ,13,None            ,0.00                          ,0.00                              ,"1,000.00                  ","1,000.00            ",31.0,2.0,17.0,8.0,3.0,20.0,1.0,6.0,18.0,16.0,6.0,2.0,0.0,5.0,2.0,24.0,7.0,0.0,0.0,35.0,12.0,0.0,6.0,12.0,900.0,4,Ema'o Mahpe                                  
G      ,3382,2022,474,1,12/20/2022 ,12/19/2022    ,23,High Performing ,"3,226.00                    ",0.00                              ,"1,000.00                  ",0.00                  ,37.0,2.0,16.0,19.0,1.0,15.0,1.0,0.0,8.0,25.0,3.0,12.0,3.0,1.0,1.0,39.0,5.0,0.0,0.0,25.0,14.0,1.0,14.0,5.0,1000.0,4,Ema'o Mahpe                                  
G      ,3722,2023,474,1,12/29/2023 ,12/28/2023    ,16,Thriving        ,0.00                          ,0.00                              ,"1,000.00                  ",0.00                  ,17.0,3.0,13.0,25.0,7.0,14.0,2.0,1.0,6.0,11.0,2.0,20.0,3.0,2.0,0.0,24.0,3.0,0.0,0.0,22.0,12.0,0.0,11.0,4.0,1000.0,4,Ema'o Mahpe                                  
G      ,3242,2021,474,1,12/31/2021 ,12/30/2021    ,20,Thriving        ,"1,200.00                    ",0.00                              ,"1,000.00                  ",0.00                  ,36.0,5.0,25.0,7.0,2.0,12.0,0.0,1.0,9.0,24.0,8.0,7.0,2.0,0.0,0.0,15.0,4.0,0.0,0.0,31.0,7.0,0.0,6.0,9.0,1000.0,4,Ema'o Mahpe                                  
G      ,3022,2021,480,1,11/17/2021 ,11/16/2021    ,20,Thriving        ,0.00                          ,0.00                              ,0.00                        ,"4,000.00            ",130.0,22.0,79.0,72.0,23.0,103.0,5.0,12.0,96.0,110.0,33.0,50.0,24.0,5.0,3.0,116.0,26.0,0.0,0.0,142.0,112.0,42.0,96.0,19.0,4389.0,4,Ma-Nu                                        
G      ,3334,2022,480,1,12/14/2022 ,12/13/2022    ,23,High Performing ,0.00                          ,0.00                              ,"1,000.00                  ","5,000.00            ",140.0,26.0,96.0,78.0,22.0,98.0,5.0,13.0,98.0,126.0,37.0,43.0,19.0,8.0,5.0,98.0,33.0,36.0,12.0,126.0,114.0,56.0,114.0,32.0,4412.0,4,Ma-Nu                                        
G      ,3705,2023,480,1,12/28/2023 ,12/27/2023    ,22,High Performing ,0.00                          ,0.00                              ,"1,000.00                  ","3,000.00            ",135.0,13.0,67.0,88.0,27.0,97.0,4.0,18.0,110.0,105.0,28.0,42.0,16.0,5.0,6.0,138.0,38.0,33.0,5.0,123.0,112.0,55.0,112.0,52.0,4289.0,4,Ma-Nu                                        
G      ,2989,2020,480,1,1/1/2021   ,1/1/2021      ,8,None            ,0.00                          ,"3,500.00                        ",0.00                        ,"3,100.00            ",97.0,13.0,67.0,39.0,9.0,60.0,1.0,12.0,73.0,73.0,32.0,12.0,2.0,0.0,0.0,179.0,58.0,105.0,26.0,154.0,84.0,15.0,63.0,9.0,2766.0,4,Ma-Nu                                        
G      ,2742,2019,480,1,1/15/2020  ,1/15/2020     ,8,None            ,0.00                          ,"5,000.00                        ",0.00                        ,"2,500.00            ",178.0,38.0,96.0,59.0,19.0,107.0,6.0,22.0,115.0,117.0,26.0,23.0,11.0,5.0,5.0,204.0,39.0,0.0,0.0,193.0,101.0,13.0,86.0,11.0,34879.0,4,Ma-Nu                                        
G      ,1530,2019,488,1,12/8/2019  ,12/7/2019     ,14,None            ,"2,000.00                    ","3,000.00                        ","3,000.00                  ","4,000.00            ",208.0,37.0,85.0,71.0,38.0,188.0,5.0,20.0,124.0,98.0,21.0,35.0,14.0,12.0,7.0,184.0,28.0,0.0,0.0,120.0,120.0,30.0,120.0,98.0,8547.0,4,Ta Tsu Hwa                                   
G      ,3346,2022,488,1,12/15/2022 ,12/14/2022    ,16,Thriving        ,0.00                          ,0.00                              ,"2,000.00                  ","4,000.00            ",132.0,25.0,58.0,77.0,37.0,133.0,5.0,10.0,111.0,69.0,15.0,41.0,15.0,5.0,5.0,140.0,27.0,0.0,1.0,73.0,82.0,8.0,82.0,22.0,5182.0,4,Ta Tsu Hwa                                   
G      ,2765,2020,488,1,12/2/2020  ,12/2/2020     ,15,Thriving        ,0.00                          ,0.00                              ,"2,000.00                  ","4,000.00            ",160.0,51.0,58.0,62.0,23.0,154.0,3.0,15.0,117.0,63.0,9.0,14.0,12.0,5.0,6.0,104.0,17.0,0.0,0.0,89.0,89.0,10.0,89.0,63.0,2561.0,4,Ta Tsu Hwa                                   
G      ,3061,2021,488,1,12/8/2021  ,12/7/2021     ,17,Thriving        ,0.00                          ,0.00                              ,"2,000.00                  ","4,000.00            ",158.0,30.0,67.0,76.0,23.0,147.0,4.0,15.0,115.0,72.0,20.0,39.0,16.0,6.0,6.0,130.0,24.0,0.0,0.0,83.0,83.0,6.0,83.0,72.0,6518.0,4,Ta Tsu Hwa                                   
G      ,3772,2023,488,1,1/9/2024   ,1/8/2024      ,20,Thriving        ,0.00                          ,0.00                              ,"2,000.00                  ","4,000.00            ",141.0,28.0,66.0,92.0,36.0,135.0,2.0,11.0,113.0,104.0,26.0,42.0,13.0,5.0,6.0,140.0,33.0,59.0,11.0,78.0,74.0,20.0,56.0,29.0,4771.0,4,Ta Tsu Hwa                                   
